"",Member ID,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
374,171,openended1,"In the yard, yeah",1,4,99,,99,,4,0,100,100,50,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,25,0,25,0,0,25,0,25,0,0,0,0,0
374,171,openended2,You could use a solar panel and electric lights (I don't know costs),1,13,4.85,40.06,2.93,,13,7.69,84.62,69.23,46.15,15.38,15.38,7.69,0,7.69,0,0,0,7.69,7.69,0,0,15.38,0,7.69,7.69,30.77,0,7.69,0,0,0,0,23.08,0,23.08,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,23.08,0,0,0,0,7.69,15.38,0
374,171,openended3,Yes a few times at work (AC was damaged),1,9,98.16,,10.18,,9,11.11,77.78,55.56,44.44,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,11.11,0,0,0,11.11,11.11,11.11,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,11.11,0,0,22.22,0,0,0,0,0,22.22,0
374,171,openended4,"Yes a few times at work (AC was damaged) Yes, family jobs",1,12,97.04,,3.81,,12,8.33,83.33,50,33.33,0,0,0,0,0,0,0,0,16.67,8.33,0,8.33,8.33,0,0,0,8.33,8.33,8.33,8.33,0,8.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,8.33,8.33,0,0,16.67,0,16.67,0,0,25,0,8.33,0,0,0,16.67,0
374,171,openended5,MGE,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,173,openended1,Maybe downtown,1,2,1,,99,,2,50,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,173,openended2,Maybe,1,1,1,,,,1,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,173,openended3,The humidity some days made me unconfortable,1,7,89.52,1,97.09,,7,28.57,85.71,71.43,42.86,14.29,14.29,14.29,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,14.29,0,28.57,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,173,openended4,The humidity some days made me unconfortable I don't Know,1,10,15.41,1,99,,10,20,90,80,50,20,20,20,0,0,0,0,0,20,10,0,0,10,0,0,10,30,0,20,0,0,0,0,20,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0
375,173,openended5,Internet,1,1,,,,,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,101,openended1,"Yes, It's the air, and it looks nice",1,8,5.64,,,99,8,0,87.5,87.5,50,25,0,0,0,0,0,0,25,12.5,12.5,0,0,12.5,0,12.5,0,25,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,25,0,12.5,0,12.5,0,0,37.5,0,25,0,0,12.5,0,0
376,101,openended2,MGE and landlord,1,3,10.19,99,,,3,33.33,66.67,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,101,openended3,"staying open, sharing info on where to go, news outlets",1,10,97.77,,99,,10,30,90,70,30,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,40,10,0,10,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0
376,101,openended4,"yes, I got tired and no energy",1,7,2.35,1,24.32,1,7,0,85.71,85.71,42.86,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,14.29,14.29,14.29,14.29,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,14.29,0,0,0,0,0
376,101,openended5,"community centers, keep the air on stay hydrated, water, fans, 211",1,11,99,86.82,5.07,99,11,27.27,63.64,36.36,18.18,0,0,0,0,0,0,0,0,9.09,9.09,9.09,9.09,0,0,0,0,18.18,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,36.36,0,0,0,0,0
377,103,openended1,"Yes, for the beauty, shade, & health reasons environmental purposes",1,9,99,,77.17,,9,33.33,77.78,33.33,22.22,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,22.22,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,0,44.44,0,33.33,0,0,0,11.11,0
377,103,openended2,lower electric bill for the sick and elderly. MGE should make donations,1,12,89.52,84.23,3.81,1,6,25,83.33,66.67,33.33,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,8.33,0,16.67,25,0,8.33,8.33,0,0,16.67,0,16.67,0,8.33,8.33,0,0,0,0,8.33,0,8.33,8.33,0,8.33,0,0,0,0,16.67,8.33,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,0,8.33,8.33,0,0,0,8.33,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
377,103,openended3,"Newsletters, T.v. Radio Community bulletins, public announcements",1,8,,94.84,,,4,50,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0
377,103,openended4,"Yes dehydration was rushed to the hospital cancer patient, copd, asthmatic",1,11,97.37,,5.07,,11,36.36,100,45.45,27.27,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,9.09,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,36.36,36.36,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,18.18,0,0,9.09,0,9.09,0,0,18.18,0,18.18,0,0,0,0,0
377,103,openended5,I have not yet had to deal with this problem but I would consult w/ someone from Health & S.S,1,20,8.11,1,28.56,,20,15,85,65,65,20,10,10,0,0,0,0,10,5,0,0,15,15,5,5,5,20,0,0,0,0,0,0,30,0,30,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,0,0,10,0,0,5,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,15,5,0,0,0,0,10,0
378,104,openended1,Yes. They're beautiful improve community reduce energy cost,1,8,26.1,99,,99,4,37.5,75,50,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5,12.5,12.5,25,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,25,12.5,0,0,0,12.5,0,0
378,104,openended2,I should have stayed in the house,1,7,56.86,1,97.09,,7,0,100,85.71,71.43,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,28.57,0,0,0,42.86,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,0,28.57,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,104,openended3,"the news, by making things free (you said perfect world)",1,10,89.52,99,7.03,99,10,10,100,80,40,20,10,0,0,10,0,0,10,10,10,0,10,0,0,0,0,20,20,0,0,0,0,0,20,0,20,0,10,0,0,10,0,0,20,20,0,0,0,0,0,0,0,0,30,20,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,30,0,10,0,0,0,20,0
378,104,openended4,got to hot due to the heat,1,7,99,,24.32,,7,0,100,71.43,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,104,openended5,"connunity outreach center to cool off, word of mouth, 211",1,10,99,,7.03,99,10,20,80,40,30,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0
379,105,openended1,"Yes, health, energy, beauty",1,4,,,,,4,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,75,0,75,0,0,0,0,0
379,105,openended2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,105,openended3,putting the info out more and everywhere,1,7,89.52,,99,,7,28.57,100,71.43,71.43,0,0,0,0,0,0,0,0,28.57,14.29,0,14.29,0,14.29,14.29,0,0,14.29,14.29,0,0,0,0,28.57,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,42.86,0,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,105,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,105,openended5,do to a center or call 211,1,7,89.52,1,97.09,,7,0,100,57.14,57.14,0,0,0,0,0,0,0,0,14.29,14.29,14.29,14.29,14.29,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,107,openended1,"Yes, but smaller ones, the bigger older trees have damaging roots.",1,11,71.44,5.27,50.45,,11,18.18,63.64,63.64,27.27,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,9.09,0,9.09,27.27,18.18,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,9.09,0,0,27.27,9.09,18.18,0,0,0,0,0
380,107,openended2,would have like to have had a med tech or someone with medical experience,1,14,56.86,40.06,1,,14,21.43,85.71,71.43,71.43,7.14,0,0,0,0,0,0,7.14,7.14,7.14,0,21.43,28.57,0,7.14,0,28.57,0,0,0,0,0,0,21.43,0,21.43,0,0,7.14,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,107,openended3,"online, in person, mail, transportation more accessibility",1,7,99,97.11,24.32,,7,28.57,71.43,42.86,28.57,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,42.86,0,0,0,0,0
380,107,openended4,"Yes working outside in extreme heat, fainted, asthma & breathing issues.",1,10,99,,63.35,1,10,50,90,50,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,20,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,20,0,0,10,0,0,0,0,10,0,10,0,0,40,10,20,0,0,0,10,0
380,107,openended5,call for financial support from local agencies to keep utilities on and running,1,13,99,,30.98,99,13,38.46,92.31,76.92,38.46,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,7.69,0,23.08,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,15.38,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,110,openended1,"Yes, the reason for my is that although we are focusing on the climate I just believe they are beautiful",1,20,15.41,40.06,89.39,90.5,20,25,95,85,70,25,20,10,5,0,0,5,5,20,10,0,10,15,5,5,0,20,5,0,5,5,0,0,20,5,15,10,5,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,15,0,5,0,5,0,0,5,0,5,0,0,0,0,0
381,110,openended2,I was lucky and found employment the next day however I would like people who have a doctor's excuse to be able to take paid days off.,1,27,55.25,8.59,52.89,99,27,11.11,100,81.48,55.56,11.11,11.11,7.41,0,0,0,0,0,7.41,7.41,0,14.81,14.81,3.7,7.41,0,29.63,7.41,7.41,3.7,0,3.7,0,18.52,0,18.52,3.7,3.7,7.41,0,0,3.7,0,11.11,11.11,0,7.41,7.41,0,0,0,0,0,7.41,3.7,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,11.11,0,0,7.41,3.7,0,3.7,3.7,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,3.7,0,14.81,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,7.41,3.7,0,0,0,3.7,0,0
381,110,openended3,having elected officials require landlords to have working air conditioners,1,10,69.05,89.5,,,10,60,80,40,30,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,30,0,0,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,20,0,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,110,openended4,"Yes, felt tired, felt faint and no energy. I decided that job wasnt for me.",1,15,3.8,1,99,1,7.5,6.67,93.33,80,46.67,20,13.33,13.33,0,0,0,0,6.67,13.33,0,0,6.67,6.67,0,6.67,13.33,26.67,6.67,0,0,0,0,0,40,13.33,26.67,20,0,0,0,0,6.67,0,13.33,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,13.33,13.33,0,0,0,0,0,13.33,0,26.67,0,0,6.67,0,6.67,0,0,26.67,13.33,13.33,0,0,0,0,0
381,110,openended5,"I have air conditioner, so, I usually stay home or at work",1,12,1,1,99,,12,16.67,83.33,66.67,58.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,8.33,8.33,16.67,16.67,0,16.67,0,0,8.33,0,8.33,0,16.67,0,16.67,0,0,0,16.67,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,16.67,0,0,0,8.33,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0
382,112,openended1,"Yes, to help with carbon emissions, to help with cooling and shade, to help with the ozone layer depletion, to bring calm in the spring and fall, to grow fruit bearing foods",1,32,99,,54.55,99,32,12.5,81.25,53.13,40.63,0,0,0,0,0,0,0,0,6.25,6.25,0,28.13,0,0,6.25,0,6.25,3.13,0,9.38,9.38,0,0,3.13,3.13,0,0,0,0,0,0,0,0,12.5,12.5,0,3.13,3.13,0,0,0,0,0,12.5,12.5,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,3.13,0,0,0,0,0,6.25,18.75,0,6.25,12.5,0,0,3.13,0,0,0,0,3.13,0,3.13,0,0,15.63,0,15.63,0,0,0,0,0
382,112,openended2,"More financial support for cooling my apartment from energy assist cooling stations, and free air conditioner units for low income residents that don't have them or can't afford them.",1,29,20.17,3.55,21.61,98.26,29,27.59,79.31,62.07,44.83,13.79,10.34,3.45,0,0,0,6.9,3.45,10.34,0,0,10.34,10.34,0,6.9,6.9,17.24,13.79,6.9,0,0,0,0,6.9,0,6.9,0,0,3.45,3.45,0,6.9,0,6.9,6.9,0,0,0,0,0,0,0,0,13.79,6.9,6.9,0,0,0,0,6.9,0,0,0,0,0,0,0,0,13.79,0,6.9,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,6.9,13.79,0,0,6.9,0,0,6.9,0,0,10.34,0,0,0,0,0,0,13.79,3.45,3.45,0,0,6.9,0,0
382,112,openended3,"Providing more Energy Assistance, providing more cooling spaces, sprending more information on News Stations.",1,14,96.35,,24.32,,14,50,64.29,28.57,28.57,0,0,0,0,0,0,0,0,21.43,0,0,7.14,0,0,0,0,0,21.43,21.43,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,21.43,7.14,14.29,0,0,0,0,0
382,112,openended4,"In high heat I wheeze more from my asthma, I feel faint and no energy.",1,15,39.7,1,99,1,15,0,93.33,66.67,53.33,20,20,20,0,0,0,0,0,20,0,0,13.33,0,0,6.67,6.67,6.67,13.33,6.67,0,0,0,0,13.33,6.67,6.67,6.67,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33.33,0,0,13.33,0,6.67,13.33,0,0,6.67,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0
382,112,openended5,To the mall or a family member or friend's home. Energy Assistance for additional funds to pay my bill so I can use my air conditioner,1,26,64.84,2.37,57.98,,13,15.38,84.62,53.85,46.15,11.54,11.54,11.54,0,0,0,0,0,15.38,7.69,0,11.54,3.85,3.85,11.54,0,7.69,3.85,3.85,7.69,7.69,0,0,15.38,0,15.38,0,3.85,3.85,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,3.85,0,0,0,0,7.69,0,3.85,0,0,0,0,0,0,15.38,3.85,3.85,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,7.69,3.85,0,0,0,3.85,0,0
