"","STATEFP.x","COUNTYFP","TRACTCE","GEOID.x","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND.x","AWATER.x","INTPTLAT","INTPTLON","STATEFP.y","SLDUST","AFFGEOID","GEOID.y","NAME.y","LSAD","LSY","ALAND.y","AWATER.y"
"494","55","063","001000","55063001000","10","Census Tract 10","G5020","S",1515636,39785,"+43.7928200","-091.2341240","55","032","610U600US55032","55032","32","LU","2018",5606612247,211769513
"495","55","063","001101","55063001101","11.01","Census Tract 11.01","G5020","S",1596712,0,"+43.7907827","-091.2256427","55","032","610U600US55032","55032","32","LU","2018",5606612247,211769513
"496","55","141","011300","55141011300","113","Census Tract 113","G5020","S",12011330,1427483,"+44.3643651","-089.8372719","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"497","55","067","960300","55067960300","9603","Census Tract 9603","G5020","S",522480443,2892701,"+45.2118980","-089.2513330","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"498","55","067","960400","55067960400","9604","Census Tract 9604","G5020","S",344773700,3424383,"+45.1099138","-089.0383072","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"499","55","067","960100","55067960100","9601","Census Tract 9601","G5020","S",690576061,28502207,"+45.3883194","-089.1875905","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"500","55","067","960500","55067960500","9605","Census Tract 9605","G5020","S",670427904,9286684,"+45.2441935","-088.8574390","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"501","55","067","960700","55067960700","9607","Census Tract 9607","G5020","S",15044307,154028,"+45.1431827","-089.1383642","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"502","55","073","001300","55073001300","13","Census Tract 13","G5020","S",63949612,2266052,"+44.8972196","-089.6838549","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"503","55","073","002000","55073002000","20","Census Tract 20","G5020","S",176540928,2331604,"+44.8116689","-090.0815995","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"503.1","55","073","002000","55073002000","20","Census Tract 20","G5020","S",176540928,2331604,"+44.8116689","-090.0815995","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"504","55","073","001500","55073001500","15","Census Tract 15","G5020","S",227232690,2641190,"+45.0467391","-089.6293694","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"504.1","55","073","001500","55073001500","15","Census Tract 15","G5020","S",227232690,2641190,"+45.0467391","-089.6293694","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"505","55","073","002300","55073002300","23","Census Tract 23","G5020","S",632776550,117557,"+45.0396883","-089.9933082","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"505.1","55","073","002300","55073002300","23","Census Tract 23","G5020","S",632776550,117557,"+45.0396883","-089.9933082","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"505.2","55","073","002300","55073002300","23","Census Tract 23","G5020","S",632776550,117557,"+45.0396883","-089.9933082","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"506","55","141","010300","55141010300","103","Census Tract 103","G5020","S",2230074,0,"+44.6660898","-090.1678464","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"506.1","55","141","010300","55141010300","103","Census Tract 103","G5020","S",2230074,0,"+44.6660898","-090.1678464","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"507","55","141","010800","55141010800","108","Census Tract 108","G5020","S",548269649,9806896,"+44.3882248","-090.1934605","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"507.1","55","141","010800","55141010800","108","Census Tract 108","G5020","S",548269649,9806896,"+44.3882248","-090.1934605","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"507.2","55","141","010800","55141010800","108","Census Tract 108","G5020","S",548269649,9806896,"+44.3882248","-090.1934605","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"508","55","067","960600","55067960600","9606","Census Tract 9606","G5020","S",11795966,17390,"+45.1466786","-089.1627594","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"509","55","141","011600","55141011600","116","Census Tract 116","G5020","S",128689830,4188674,"+44.2849618","-089.7980036","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"510","55","141","011100","55141011100","111","Census Tract 111","G5020","S",115867010,2528062,"+44.4635945","-089.8170938","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"511","55","141","010900","55141010900","109","Census Tract 109","G5020","S",407770943,17057951,"+44.3859220","-089.9936564","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"511.1","55","141","010900","55141010900","109","Census Tract 109","G5020","S",407770943,17057951,"+44.3859220","-089.9936564","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"512","55","141","010700","55141010700","107","Census Tract 107","G5020","S",277946286,204396,"+44.5850625","-090.2098271","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"512.1","55","141","010700","55141010700","107","Census Tract 107","G5020","S",277946286,204396,"+44.5850625","-090.2098271","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"512.2","55","141","010700","55141010700","107","Census Tract 107","G5020","S",277946286,204396,"+44.5850625","-090.2098271","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"513","55","141","011700","55141011700","117","Census Tract 117","G5020","S",24304225,1663392,"+44.3312203","-089.9116788","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"514","55","141","011200","55141011200","112","Census Tract 112","G5020","S",25556915,709204,"+44.3844493","-089.8796484","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"515","55","141","010100","55141010100","101","Census Tract 101","G5020","S",360638791,367151,"+44.5955566","-089.9559350","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"515.1","55","141","010100","55141010100","101","Census Tract 101","G5020","S",360638791,367151,"+44.5955566","-089.9559350","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"515.2","55","141","010100","55141010100","101","Census Tract 101","G5020","S",360638791,367151,"+44.5955566","-089.9559350","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"516","55","141","011400","55141011400","114","Census Tract 114","G5020","S",11657114,341824,"+44.3673095","-089.8033856","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"517","55","141","010400","55141010400","104","Census Tract 104","G5020","S",11597903,0,"+44.6429872","-090.1601859","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"517.1","55","141","010400","55141010400","104","Census Tract 104","G5020","S",11597903,0,"+44.6429872","-090.1601859","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"518","55","141","010200","55141010200","102","Census Tract 102","G5020","S",51239799,33270,"+44.6424756","-090.1124712","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"518.1","55","141","010200","55141010200","102","Census Tract 102","G5020","S",51239799,33270,"+44.6424756","-090.1124712","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"518.2","55","141","010200","55141010200","102","Census Tract 102","G5020","S",51239799,33270,"+44.6424756","-090.1124712","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"519","55","141","010500","55141010500","105","Census Tract 105","G5020","S",6276922,70991,"+44.6509576","-090.1875678","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"520","55","127","001602","55127001602","16.02","Census Tract 16.02","G5020","S",29462827,13915202,"+42.5558171","-088.4653696","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"521","55","127","000800","55127000800","8","Census Tract 8","G5020","S",54816296,7820423,"+42.6184250","-088.6055951","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"522","55","127","001000","55127001000","10","Census Tract 10","G5020","S",141031409,678088,"+42.6343263","-088.3975684","55","021","610U600US55021","55021","21","LU","2018",1275300272,2427242738
"522.1","55","127","001000","55127001000","10","Census Tract 10","G5020","S",141031409,678088,"+42.6343263","-088.3975684","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"523","55","079","003600","55079003600","36","Census Tract 36","G5020","S",1007038,0,"+43.0927362","-087.9832113","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"524","55","079","018500","55079018500","185","Census Tract 185","G5020","S",1876099,0,"+42.9844186","-087.9143974","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"524.1","55","079","018500","55079018500","185","Census Tract 185","G5020","S",1876099,0,"+42.9844186","-087.9143974","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"525","55","121","100500","55121100500","1005","Census Tract 1005","G5020","S",276340463,266416,"+44.2519059","-091.2741424","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"526","55","121","100700","55121100700","1007","Census Tract 1007","G5020","S",276257846,19287291,"+44.1042250","-091.4242204","55","032","610U600US55032","55032","32","LU","2018",5606612247,211769513
"526.1","55","121","100700","55121100700","1007","Census Tract 1007","G5020","S",276257846,19287291,"+44.1042250","-091.4242204","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"527","55","121","100300","55121100300","1003","Census Tract 1003","G5020","S",197976227,823346,"+44.3407169","-091.4429494","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"528","55","121","100600","55121100600","1006","Census Tract 1006","G5020","S",194205571,4415,"+44.2180714","-091.4795535","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"529","55","121","100800","55121100800","1008","Census Tract 1008","G5020","S",208589132,2132929,"+44.1239561","-091.2681861","55","032","610U600US55032","55032","32","LU","2018",5606612247,211769513
"529.1","55","121","100800","55121100800","1008","Census Tract 1008","G5020","S",208589132,2132929,"+44.1239561","-091.2681861","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"530","55","121","100400","55121100400","1004","Census Tract 1004","G5020","S",223642522,79733,"+44.4029845","-091.2688324","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"531","55","121","100200","55121100200","1002","Census Tract 1002","G5020","S",290105228,585593,"+44.5187181","-091.4285894","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"531.1","55","121","100200","55121100200","1002","Census Tract 1002","G5020","S",290105228,585593,"+44.5187181","-091.4285894","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"532","55","121","100100","55121100100","1001","Census Tract 1001","G5020","S",231355789,191323,"+44.4944363","-091.2739682","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"532.1","55","121","100100","55121100100","1001","Census Tract 1001","G5020","S",231355789,191323,"+44.4944363","-091.2739682","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"533","55","035","000302","55035000302","3.02","Census Tract 3.02","G5020","S",140340599,207554,"+44.7415328","-091.4012909","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"533.1","55","035","000302","55035000302","3.02","Census Tract 3.02","G5020","S",140340599,207554,"+44.7415328","-091.4012909","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"534","55","035","000502","55035000502","5.02","Census Tract 5.02","G5020","S",8529366,0,"+44.8447845","-091.4541850","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"534.1","55","035","000502","55035000502","5.02","Census Tract 5.02","G5020","S",8529366,0,"+44.8447845","-091.4541850","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"535","55","035","001500","55035001500","15","Census Tract 15","G5020","S",71729607,2338618,"+44.8217554","-091.5996491","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"535.1","55","035","001500","55035001500","15","Census Tract 15","G5020","S",71729607,2338618,"+44.8217554","-091.5996491","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"536","55","035","000200","55035000200","2","Census Tract 2","G5020","S",465375970,1463964,"+44.7175573","-091.2455711","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"536.1","55","035","000200","55035000200","2","Census Tract 2","G5020","S",465375970,1463964,"+44.7175573","-091.2455711","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"537","55","035","001300","55035001300","13","Census Tract 13","G5020","S",13511825,126901,"+44.8241767","-091.5599261","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"538","55","035","001600","55035001600","16","Census Tract 16","G5020","S",328369982,1565495,"+44.6770307","-091.5372604","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"538.1","55","035","001600","55035001600","16","Census Tract 16","G5020","S",328369982,1565495,"+44.6770307","-091.5372604","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
